model,trainable_params,mean_dice,dice_other,dice_tumor,dice_stroma,mean_iou,mean_precision,mean_recall,mean_f1,pixel_accuracy
unet_like_decoder,13430579,0.5591102678279655,0.23466415462186563,0.8802944843648406,0.5623721644971899,0.4367644881261219,0.613207457465344,0.5501120966338778,0.5591102736069646,0.7964431155811658
